Data polled every ~10 seconds starting from ~45 minutes after the poll was created.
Left column is Iris votes, Right column is Kairo votes
- Data logged by MrL314

3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3434,4325
3458,4348
3458,4348
3434,4325
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3458,4348
3481,4366
3458,4348
3458,4348
3458,4348
3481,4366
3458,4348
3481,4366
3458,4348
3481,4366
3458,4348
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3481,4366
3499,4376
3499,4376
3499,4376
3499,4376
3481,4366
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3499,4376
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3499,4376
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
3521,4389
5049,4397
3521,4389
5049,4397
3521,4389
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5049,4397
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5049,4397
5071,4416
5071,4416
5071,4416
5049,4397
5049,4397
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5071,4416
5091,4429
5071,4416
5091,4429
5071,4416
5091,4429
5091,4429
5071,4416
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5091,4429
5106,4444
5106,4444
5091,4429
5091,4429
5106,4444
5091,4429
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5106,4444
5126,4454
5106,4444
5106,4444
5106,4444
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5126,4454
5135,4467
5126,4454
5126,4454
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5135,4467
5154,4978
5135,4467
5135,4467
5135,4467
5154,4978
5135,4467
5154,4978
5154,4978
5135,4467
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5154,4978
5186,5001
5154,4978
5154,4978
5154,4978
5186,5001
5186,5001
5186,5001
5186,5001
5154,4978
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5186,5001
5209,5027
5209,5027
5209,5027
5186,5001
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
5209,5027
